i	E(i)	g[i]	hist[i]
1698	1348.000000	352.775877	550666
1700	1352.000000	351.051323	552005
1702	1356.000000	349.329311	553683
1704	1360.000000	347.619196	558766
1706	1364.000000	345.890026	553031
1708	1368.000000	344.168921	555256
1710	1372.000000	342.444220	555918
1712	1376.000000	340.725050	561596
1714	1380.000000	338.987974	558226
1716	1384.000000	337.269453	564448
1718	1388.000000	335.543524	567366
1720	1392.000000	333.806829	562088
1722	1396.000000	332.081020	565747
1724	1400.000000	330.356283	570522
1726	1404.000000	328.621206	572084
1728	1408.000000	326.881775	572667
1730	1412.000000	325.148365	577403
1732	1416.000000	323.414509	582069
1734	1420.000000	321.676130	581670
1736	1424.000000	319.931807	584674
1738	1428.000000	318.194473	588601
1740	1432.000000	316.453489	589272
1742	1436.000000	314.702221	588805
1744	1440.000000	312.960106	587519
1746	1444.000000	311.205549	590932
1748	1448.000000	309.454224	594151
1750	1452.000000	307.707933	600068
1752	1456.000000	305.957167	599922
1754	1460.000000	304.205839	598426
1756	1464.000000	302.452522	595605
1758	1468.000000	300.695087	597659
1760	1472.000000	298.944475	601078
1762	1476.000000	297.185171	606228
1764	1480.000000	295.437325	607399
1766	1484.000000	293.682671	610193
1768	1488.000000	291.919498	609519
1770	1492.000000	290.149910	608441
1772	1496.000000	288.377600	607100
1774	1500.000000	286.610889	609491
1776	1504.000000	284.842602	613129
1778	1508.000000	283.068323	614482
1780	1512.000000	281.303501	614153
1782	1516.000000	279.525682	610392
1784	1520.000000	277.760185	616321
1786	1524.000000	275.984386	614715
1788	1528.000000	274.211348	622610
1790	1532.000000	272.421362	619806
1792	1536.000000	270.630791	615205
1794	1540.000000	268.857035	620262
1796	1544.000000	267.067310	620255
1798	1548.000000	265.281412	623884
1800	1552.000000	263.490946	627698
1802	1556.000000	261.701714	627097
1804	1560.000000	259.908066	625047
1806	1564.000000	258.114609	628439
1808	1568.000000	256.328781	628777
1810	1572.000000	254.530115	627468
1812	1576.000000	252.731541	632243
1814	1580.000000	250.922754	623404
1816	1584.000000	249.108803	622893
1818	1588.000000	247.304613	622130
1820	1592.000000	245.492905	622727
1822	1596.000000	243.678493	621055
1824	1600.000000	241.865530	628906
1826	1604.000000	240.044788	627527
1828	1608.000000	238.230827	632611
1830	1612.000000	236.408052	634612
1832	1616.000000	234.578259	630901
1834	1620.000000	232.743385	634841
1836	1624.000000	230.902599	630021
1838	1628.000000	229.061832	626127
1840	1632.000000	227.224316	628863
1842	1636.000000	225.382706	635303
1844	1640.000000	223.548826	631536
1846	1644.000000	221.701056	633098
1848	1648.000000	219.851238	620677
1850	1652.000000	218.009592	621368
1852	1656.000000	216.148714	620280
1854	1660.000000	214.303413	628289
1856	1664.000000	212.443264	622869
1858	1668.000000	210.583281	626550
1860	1672.000000	208.707228	627878
1862	1676.000000	206.828007	630593
1864	1680.000000	204.958096	628205
1866	1684.000000	203.075554	628291
1868	1688.000000	201.198111	632452
1870	1692.000000	199.311445	631460
1872	1696.000000	197.430412	628639
1874	1700.000000	195.540400	639182
1876	1704.000000	193.645710	627159
1878	1708.000000	191.746826	633869
1880	1712.000000	189.843576	626312
1882	1716.000000	187.944210	627479
1884	1720.000000	186.044027	630392
1886	1724.000000	184.118740	633849
1888	1728.000000	182.215544	632102
1890	1732.000000	180.288929	631461
1892	1736.000000	178.363649	632750
1894	1740.000000	176.421068	630536
1896	1744.000000	174.485018	627134
1898	1748.000000	172.549522	630573
1900	1752.000000	170.607388	635153
1902	1756.000000	168.673027	634595
1904	1760.000000	166.709320	637607
1906	1764.000000	164.767200	635123
1908	1768.000000	162.788143	633275
1910	1772.000000	160.829435	631404
1912	1776.000000	158.853609	627460
1914	1780.000000	156.875788	635784
1916	1784.000000	154.901793	634632
1918	1788.000000	152.911333	648802
1920	1792.000000	150.918015	639305
1922	1796.000000	148.926785	643215
1924	1800.000000	146.920916	647584
1926	1804.000000	144.905809	642902
1928	1808.000000	142.910290	653065
1930	1812.000000	140.892698	651158
1932	1816.000000	138.859552	648596
1934	1820.000000	136.837517	646931
1936	1824.000000	134.797674	635362
1938	1828.000000	132.751888	640503
1940	1832.000000	130.705143	646925
1942	1836.000000	128.654671	648351
1944	1840.000000	126.587847	647506
1946	1844.000000	124.527037	651212
1948	1848.000000	122.448433	653185
1950	1852.000000	120.371557	654040
1952	1856.000000	118.264370	646385
1954	1860.000000	116.168682	643355
1956	1864.000000	114.060133	647338
1958	1868.000000	111.943428	646339
1960	1872.000000	109.809719	645991
1962	1876.000000	107.680958	639895
1964	1880.000000	105.541977	640613
1966	1884.000000	103.397627	636262
1968	1888.000000	101.233109	640427
1970	1892.000000	99.051212	646057
1972	1896.000000	96.885721	650024
1974	1900.000000	94.687319	650974
1976	1904.000000	92.490000	652376
1978	1908.000000	90.286383	657942
1980	1912.000000	88.060026	664212
1982	1916.000000	85.810640	651166
1984	1920.000000	83.569906	655240
1986	1924.000000	81.333345	664532
1988	1928.000000	79.055521	652670
1990	1932.000000	76.772234	647408
1992	1936.000000	74.470163	648384
1994	1940.000000	72.178526	648958
1996	1944.000000	69.848791	646542
1998	1948.000000	67.498133	638222
2000	1952.000000	65.147652	639657
2002	1956.000000	62.773388	629015
2004	1960.000000	60.426630	641260
2006	1964.000000	57.998350	640020
2008	1968.000000	55.615187	642124
2010	1972.000000	53.110071	640574
2012	1976.000000	50.709480	648805
2014	1980.000000	48.144186	645468
2016	1984.000000	45.758432	642146
2018	1988.000000	43.064577	660094
2020	1992.000000	40.704151	657431
2022	1996.000000	37.851248	653066
2024	2000.000000	35.529173	649700
2026	2004.000000	32.445629	663809
2028	2008.000000	30.254576	637936
2030	2012.000000	26.901451	626989
2032	2016.000000	24.878607	638642
2034	2020.000000	21.033503	622416
2036	2024.000000	19.288111	645114
2038	2028.000000	14.818579	640884
2040	2032.000000	13.469608	661025
2042	2036.000000	7.964760	661123
2044	2040.000000	7.261999	665314
2048	2048.000000	0.354765	716336
